?id,opportunity_name,type,active,probability,expected_revenue,recurring_revenue,priority,date_deadline,date_open,date_closed,date_conversion,create_date,write_date,stage_name,stage_sequence,partner_name,partner_email,partner_phone,partner_mobile,partner_street,partner_city,partner_zip,partner_country,lead_contact_name,email_from,phone,mobile,street,city,zip,lead_country,assigned_user_login,assigned_user_name,sales_team,tags,lost_reason,campaign,medium,source
843,"Oportunidad - Seguros Confianza / Ramírez, Juan",opportunity,t,35.00,56073.33,0.0,1,2026-05-15,2026-03-01 16:59:11.751181,,,2026-03-01 16:59:11.751181,2026-03-01 16:59:11.751181,"{""en_US"": ""New""}",1,,,,,,,,,Seguros Confianza,juan.ramire@segurosconfi.com,+52 33 0221-8608,+1 305 2961-6553,"Av. Reforma #380, Int. 19",Veracruz,73972,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
844,"Oportunidad - Software Factory / Campos, Emmanuel",opportunity,t,87.00,385639.01,0.0,0,2026-03-08,2026-03-01 16:59:11.751181,,,2026-03-01 16:59:11.751181,2026-03-01 16:59:11.751181,"{""en_US"": ""New""}",1,,,,,,,,,Software Factory,emmanuel.campos@softwarefact.com.mx,+52 81 7417-5159,+52 33 3400-2131,"Callejón Ángel García #588, Int. 10",Toluca,66536,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
845,"Oportunidad - Farmacéutica Nacional / Torres, Carlos",opportunity,f,0.00,113533.24,0.0,0,2026-04-10,2026-03-01 16:59:11.751181,,,2026-03-01 16:59:11.751181,2026-03-01 16:59:11.751181,"{""en_US"": ""Qualified""}",2,,,,,,,,,Farmacéutica Nacional,carlos.torres@farmaceutica.com.mx,+52 33 5118-8190,+52 81 3188-8905,"Calzada Independencia #727, Int. 2",Aguascalientes,24134,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
846,"Oportunidad - Inmobiliaria Horizonte / González, Valentina",opportunity,t,60.00,192689.92,0.0,2,2026-03-07,2026-03-01 16:59:11.751181,,,2026-03-01 16:59:11.751181,2026-03-01 16:59:11.751181,"{""en_US"": ""New""}",1,,,,,,,,,Inmobiliaria Horizonte,valentina.gonzal@inmobiliaria.net,+34 91 9362-4455,+52 81 8100-0809,"Av. Lázaro Cárdenas #766, Int. 23",Mexicali,89119,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
847,"Oportunidad - Papelería y Suministros / Fuentes, Verónica",opportunity,t,10.00,222208.32,0.0,0,2026-04-24,2026-03-01 16:59:11.751181,,,2026-03-01 16:59:11.751181,2026-03-01 16:59:11.751181,"{""en_US"": ""Won""}",70,,,,,,,,,Papelería y Suministros,veronica.fuente@papeleriaysu.mx,+34 91 5182-8405,+52 81 3339-4036,"Calle Héroe de Nacozari #11, Int. 35",Veracruz,92583,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
848,"Oportunidad - Software Factory / Ponce, Mariana",opportunity,t,28.00,79192.13,0.0,1,2026-08-13,2026-03-01 16:59:11.751181,,,2026-03-01 16:59:11.751181,2026-03-01 16:59:11.751181,"{""en_US"": ""Proposition""}",3,,,,,,,,,Software Factory,mariana.ponce@softwarefact.org,+34 91 5892-6403,+1 305 5140-8257,"Blvd. del Valle #46, Int. 33",Buenos Aires,48965,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
849,"Oportunidad - Bienes Raíces Élite / Sánchez, Elena",opportunity,f,0.00,423585.69,0.0,0,2026-05-03,2026-03-01 16:59:11.751181,,,2026-03-01 16:59:11.751181,2026-03-01 16:59:11.751181,"{""en_US"": ""Qualified""}",2,,,,,,,,,Bienes Raíces Élite,elena.sanche@bienesraices.mx,+52 33 7991-9208,+52 33 3523-9476,"Calle Héroe de Nacozari #993, Int. 46",Tijuana,10451,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
850,"Oportunidad - Consultora Estratégica / Ortiz, Raúl",opportunity,t,41.00,83714.79,0.0,1,2026-06-09,2026-03-01 16:59:11.751181,,,2026-03-01 16:59:11.751181,2026-03-01 16:59:11.751181,"{""en_US"": ""Qualified""}",2,,,,,,,,,Consultora Estratégica,raul.ortiz@consultoraes.com.mx,+52 33 7092-1338,+52 33 0116-6528,"Paseo de la Constitución #421, Int. 26",Tijuana,37185,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
851,"Oportunidad - Software Factory / Soto, Valentina",opportunity,t,20.00,356909.49,0.0,0,2026-06-14,2026-03-01 16:59:12.69351,,,2026-03-01 16:59:12.69351,2026-03-01 16:59:12.69351,"{""en_US"": ""Proposition""}",3,,,,,,,,,Software Factory,valentina.soto@softwarefact.net,+52 81 2259-4928,+52 81 6178-1743,"Calle Héroe de Nacozari #856, Int. 43",Saltillo,37504,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
852,"Oportunidad - Textiles Modernos / Espinoza, Ana",opportunity,t,100.00,106991.38,0.0,3,2026-04-25,2026-03-01 16:59:12.69351,,,2026-03-01 16:59:12.69351,2026-03-01 16:59:12.69351,"{""en_US"": ""Won""}",70,,,,,,,,,Textiles Modernos,ana.espino@textilesmode.org,+1 305 8224-5478,+1 305 5242-4617,"Calle Álvaro Obregón #30, Int. 32",Monterrey,40744,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
853,"Oportunidad - Manufactura Avanzada / Moreno, Ana",opportunity,t,77.00,306062.84,0.0,2,2026-06-08,2026-03-01 16:59:12.69351,,,2026-03-01 16:59:12.69351,2026-03-01 16:59:12.69351,"{""en_US"": ""Won""}",70,,,,,,,,,Manufactura Avanzada,ana.moreno@manufacturaa.net,+34 91 2001-5561,+34 91 0362-2241,"Av. Lázaro Cárdenas #710, Int. 2",Torreón,45425,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
854,"Oportunidad - Capital Partners MX / Morales, Ximena",opportunity,t,43.00,169217.61,0.0,1,2026-07-15,2026-03-01 16:59:12.69351,,,2026-03-01 16:59:12.69351,2026-03-01 16:59:12.69351,"{""en_US"": ""Won""}",70,,,,,,,,,Capital Partners MX,ximena.morale@capitalpartn.net,+1 305 0821-3044,+57 1 3551-4747,"Av. Lázaro Cárdenas #976, Int. 5",Madrid,97518,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
855,"Oportunidad - Distribuidora Central / Silva, Sergio",opportunity,t,86.00,54994.87,0.0,3,2026-04-02,2026-03-01 16:59:12.69351,,,2026-03-01 16:59:12.69351,2026-03-01 16:59:12.69351,"{""en_US"": ""New""}",1,,,,,,,,,Distribuidora Central,sergio.silva@distribuidor.com.mx,+52 81 4249-1086,+52 81 6187-0696,"Callejón Ángel García #825, Int. 39",Los Ángeles,38142,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
856,"Oportunidad - Recursos Humanos Plus / Reyes, Carmen",opportunity,t,23.00,288855.7,0.0,0,2026-05-02,2026-03-01 16:59:12.69351,,,2026-03-01 16:59:12.69351,2026-03-01 16:59:12.69351,"{""en_US"": ""Proposition""}",3,,,,,,,,,Recursos Humanos Plus,carmen.reyes@recursoshuma.mx,+1 305 5302-3212,+1 305 2986-3994,"Av. Revolución #725, Int. 17",Mérida,15957,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
857,"Oportunidad - RetailMáx / Morales, Gabriela",opportunity,t,27.00,427618.13,0.0,2,2026-04-16,2026-03-01 16:59:12.69351,,,2026-03-01 16:59:12.69351,2026-03-01 16:59:12.69351,"{""en_US"": ""Won""}",70,,,,,,,,,RetailMáx,gabriela.morale@retailmax.net,+52 81 1953-6651,+52 55 7457-9168,"Av. Reforma #560, Int. 46",Los Ángeles,59285,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
858,"Oportunidad - Bienes Raíces Élite / Molina, Roberto",opportunity,t,16.00,74916.55,0.0,2,2026-07-28,2026-03-01 16:59:12.69351,,,2026-03-01 16:59:12.69351,2026-03-01 16:59:12.69351,"{""en_US"": ""New""}",1,,,,,,,,,Bienes Raíces Élite,roberto.molina@bienesraices.net,+52 33 7664-0368,+1 305 2419-7424,"Callejón Ángel García #600, Int. 6",Culiacán,27250,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
859,"Oportunidad - Global Ventures / Ruiz, Luis",opportunity,t,38.00,295161.45,0.0,3,2026-07-04,2026-03-01 16:59:12.69351,,,2026-03-01 16:59:12.69351,2026-03-01 16:59:12.69351,"{""en_US"": ""Proposition""}",3,,,,,,,,,Global Ventures,luis.ruiz@globalventur.net,+52 33 6747-0898,+34 91 4072-9744,"Callejón Ángel García #578, Int. 32",Mexicali,69019,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
860,"Oportunidad - Grupo Empresarial Norte / Morales, Sergio",opportunity,t,30.00,343477.77,0.0,1,2026-07-09,2026-03-01 16:59:12.69351,,,2026-03-01 16:59:12.69351,2026-03-01 16:59:12.69351,"{""en_US"": ""Qualified""}",2,,,,,,,,,Grupo Empresarial Norte,sergio.morale@grupoempresa.com,+52 33 8750-0715,+52 55 2202-8394,"Av. Lázaro Cárdenas #916, Int. 48",Querétaro,37948,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
861,"Oportunidad - Importadora del Sur / Rodríguez, Víctor",opportunity,t,86.00,458336.63,0.0,2,2026-03-08,2026-03-01 16:59:12.69351,,,2026-03-01 16:59:12.69351,2026-03-01 16:59:12.69351,"{""en_US"": ""Won""}",70,,,,,,,,,Importadora del Sur,victor.rodrig@importadorad.net,+57 1 9464-2959,+1 305 4571-4031,"Av. Revolución #163, Int. 25",Juárez,26516,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
862,"Oportunidad - Plásticos Industriales / Ramírez, Valentina",opportunity,t,73.00,243616.77,0.0,3,2026-05-02,2026-03-01 16:59:12.69351,,,2026-03-01 16:59:12.69351,2026-03-01 16:59:12.69351,"{""en_US"": ""Qualified""}",2,,,,,,,,,Plásticos Industriales,valentina.ramire@plasticosind.net,+1 305 4296-7642,+52 55 9706-8525,"Blvd. del Valle #736, Int. 33",Guadalajara,47883,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
863,"Oportunidad - Grupo Empresarial Norte / Rivera, Paola",opportunity,t,100.00,204263.77,0.0,3,2026-05-08,2026-03-01 16:59:12.69351,,,2026-03-01 16:59:12.69351,2026-03-01 16:59:12.69351,"{""en_US"": ""Won""}",70,,,,,,,,,Grupo Empresarial Norte,paola.rivera@grupoempresa.mx,+34 91 7142-3158,+57 1 2291-4605,"Calzada Independencia #223, Int. 20",Morelia,87081,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
864,"Oportunidad - Consulting Partners / Guerrero, Ricardo",opportunity,t,74.00,483856.65,0.0,3,2026-03-25,2026-03-01 16:59:12.69351,,,2026-03-01 16:59:12.69351,2026-03-01 16:59:12.69351,"{""en_US"": ""Proposition""}",3,,,,,,,,,Consulting Partners,ricardo.guerre@consultingpa.com.mx,+52 33 9515-7444,+52 55 3002-2456,"Paseo de la Constitución #90, Int. 32",Bogotá,13544,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
865,"Oportunidad - Telecomunicaciones Unidas / Cruz, Isabel",opportunity,f,0.00,435879.61,0.0,1,2026-05-11,2026-03-01 16:59:12.69351,,,2026-03-01 16:59:12.69351,2026-03-01 16:59:12.69351,"{""en_US"": ""Qualified""}",2,,,,,,,,,Telecomunicaciones Unidas,isabel.cruz@telecomunica.org,+34 91 1775-6218,+1 305 1970-4906,"Paseo de la Constitución #162, Int. 15",Buenos Aires,41244,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
866,"Oportunidad - Turismo y Hospitalidad / Delgado, Guillermo",opportunity,t,16.00,375045.5,0.0,1,2026-05-24,2026-03-01 16:59:12.69351,,,2026-03-01 16:59:12.69351,2026-03-01 16:59:12.69351,"{""en_US"": ""New""}",1,,,,,,,,,Turismo y Hospitalidad,guillermo.delgad@turismoyhosp.com,+52 81 6659-8930,+52 33 4566-9461,"Calzada Independencia #605, Int. 24",Los Ángeles,31251,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
867,"Oportunidad - Global Ventures / Silva, Luis",opportunity,t,48.00,148717.66,0.0,1,2026-06-15,2026-03-01 16:59:12.69351,,,2026-03-01 16:59:12.69351,2026-03-01 16:59:12.69351,"{""en_US"": ""Proposition""}",3,,,,,,,,,Global Ventures,luis.silva@globalventur.org,+57 1 8778-7864,+57 1 6695-2015,"Av. Revolución #746, Int. 29",Acapulco,19535,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
868,"Oportunidad - Importadora del Sur / Díaz, Javier",opportunity,t,19.00,57647.51,0.0,0,2026-08-13,2026-03-01 16:59:12.69351,,,2026-03-01 16:59:12.69351,2026-03-01 16:59:12.69351,"{""en_US"": ""New""}",1,,,,,,,,,Importadora del Sur,javier.diaz@importadorad.com.mx,+34 91 2662-5587,+57 1 5727-4072,"Av. Lázaro Cárdenas #800, Int. 24",Morelia,79048,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
869,"Oportunidad - Servicios Integrales SA / Espinoza, Carmen",opportunity,t,100.00,63666.03,0.0,1,2026-05-20,2026-03-01 16:59:12.69351,,,2026-03-01 16:59:12.69351,2026-03-01 16:59:12.69351,"{""en_US"": ""Won""}",70,,,,,,,,,Servicios Integrales SA,carmen.espino@serviciosint.com.mx,+1 305 1391-4298,+1 305 4889-4485,"Calle Álvaro Obregón #607, Int. 13",Culiacán,19710,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
870,"Oportunidad - Distribuidora Central / Cruz, Sofía",opportunity,t,22.00,191979.93,0.0,3,2026-06-16,2026-03-01 16:59:12.69351,,,2026-03-01 16:59:12.69351,2026-03-01 16:59:12.69351,"{""en_US"": ""Qualified""}",2,,,,,,,,,Distribuidora Central,sofia.cruz@distribuidor.mx,+52 55 0275-4547,+52 33 0614-4195,"Calle Principal #307, Int. 12",Nueva York,95889,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
871,"Oportunidad - Marketing Digital Pro / Espinoza, Javier",opportunity,t,44.00,244346.18,0.0,1,2026-04-02,2026-03-01 16:59:12.69351,,,2026-03-01 16:59:12.69351,2026-03-01 16:59:12.69351,"{""en_US"": ""Won""}",70,,,,,,,,,Marketing Digital Pro,javier.espino@marketingdig.org,+1 305 5805-0997,+52 55 1801-6164,"Calle Principal #381, Int. 24",Querétaro,88985,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
872,"Oportunidad - ProSoft México / Vega, Paola",opportunity,f,0.00,263924.75,0.0,3,2026-03-13,2026-03-01 16:59:12.69351,,,2026-03-01 16:59:12.69351,2026-03-01 16:59:12.69351,"{""en_US"": ""Qualified""}",2,,,,,,,,,ProSoft México,paola.vega@prosoftmexic.net,+52 55 6833-4084,+52 33 6526-7077,"Callejón Ángel García #14, Int. 26",Guadalajara,86136,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
873,"Oportunidad - Consulting Partners / Núñez, Pedro",opportunity,t,27.00,317817.29,0.0,3,2026-04-09,2026-03-01 16:59:12.69351,,,2026-03-01 16:59:12.69351,2026-03-01 16:59:12.69351,"{""en_US"": ""Won""}",70,,,,,,,,,Consulting Partners,pedro.nunez@consultingpa.mx,+52 55 4231-9923,+57 1 4154-2152,"Calle Héroe de Nacozari #252, Int. 25",Santiago,29529,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
874,"Oportunidad - Turismo y Hospitalidad / Castro, Verónica",opportunity,t,100.00,347893.88,0.0,0,2026-03-29,2026-03-01 16:59:12.69351,,,2026-03-01 16:59:12.69351,2026-03-01 16:59:12.69351,"{""en_US"": ""Won""}",70,,,,,,,,,Turismo y Hospitalidad,veronica.castro@turismoyhosp.net,+52 81 8390-6885,+57 1 3164-4058,"Callejón Ángel García #746, Int. 6",Juárez,87498,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
875,"Oportunidad - MedTech Soluciones / Gutiérrez, Ana",opportunity,t,42.00,186523.16,0.0,0,2026-06-20,2026-03-01 16:59:12.69351,,,2026-03-01 16:59:12.69351,2026-03-01 16:59:12.69351,"{""en_US"": ""Proposition""}",3,,,,,,,,,MedTech Soluciones,ana.gutier@medtechsoluc.mx,+1 305 1035-6267,+1 305 8707-8752,"Calle Principal #324, Int. 31",Los Ángeles,89227,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
876,"Oportunidad - Inversiones del Golfo / Ramos, Natalia",opportunity,t,74.00,222667.76,0.0,0,2026-04-25,2026-03-01 16:59:12.69351,,,2026-03-01 16:59:12.69351,2026-03-01 16:59:12.69351,"{""en_US"": ""Qualified""}",2,,,,,,,,,Inversiones del Golfo,natalia.ramos@inversionesd.org,+34 91 2825-1036,+52 33 3800-3069,"Paseo de la Constitución #451, Int. 1",Guadalajara,54379,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
877,"Oportunidad - NexGen Systems / Sánchez, Juan",opportunity,t,47.00,271197.13,0.0,2,2026-03-15,2026-03-01 16:59:12.69351,,,2026-03-01 16:59:12.69351,2026-03-01 16:59:12.69351,"{""en_US"": ""Proposition""}",3,,,,,,,,,NexGen Systems,juan.sanche@nexgensystem.org,+52 33 9371-4030,+1 305 4647-1228,"Av. Lázaro Cárdenas #991, Int. 10",Madrid,66092,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
878,"Oportunidad - Alimentos del Valle / Jiménez, Mariana",opportunity,t,100.00,458999.47,0.0,0,2026-07-25,2026-03-01 16:59:12.69351,,,2026-03-01 16:59:12.69351,2026-03-01 16:59:12.69351,"{""en_US"": ""Won""}",70,,,,,,,,,Alimentos del Valle,mariana.jimene@alimentosdel.mx,+1 305 8856-9840,+52 55 7591-4692,"Calle Álvaro Obregón #770, Int. 15",Puebla,42751,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
879,"Oportunidad - Recursos Humanos Plus / Aguilar, Alejandro",opportunity,t,90.00,468904.6,0.0,1,2026-07-10,2026-03-01 16:59:12.69351,,,2026-03-01 16:59:12.69351,2026-03-01 16:59:12.69351,"{""en_US"": ""Won""}",70,,,,,,,,,Recursos Humanos Plus,alejandro.aguila@recursoshuma.com,+52 81 9908-5331,+34 91 5394-7279,"Calzada Independencia #334, Int. 3",Caracas,62141,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
880,"Oportunidad - Energía Renovable SA / Rodríguez, Rebeca",opportunity,t,51.00,33441.71,0.0,2,2026-06-29,2026-03-01 16:59:12.69351,,,2026-03-01 16:59:12.69351,2026-03-01 16:59:12.69351,"{""en_US"": ""Qualified""}",2,,,,,,,,,Energía Renovable SA,rebeca.rodrig@energiarenov.com,+52 33 5333-2068,+52 55 9646-4960,"Av. Reforma #917, Int. 3",Cancún,79222,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
881,"Oportunidad - Logística Express / Mendoza, Patricia",opportunity,t,87.00,449332.18,0.0,3,2026-07-22,2026-03-01 16:59:12.69351,,,2026-03-01 16:59:12.69351,2026-03-01 16:59:12.69351,"{""en_US"": ""Qualified""}",2,,,,,,,,,Logística Express,patricia.mendoz@logisticaexp.org,+52 55 6858-3912,+34 91 4992-7747,"Av. Reforma #973, Int. 16",Zapopan,43363,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
882,"Oportunidad - Innovatech Ltda. / Morales, Patricia",opportunity,t,32.00,330872.14,0.0,1,2026-04-14,2026-03-01 16:59:12.69351,,,2026-03-01 16:59:12.69351,2026-03-01 16:59:12.69351,"{""en_US"": ""Proposition""}",3,,,,,,,,,Innovatech Ltda.,patricia.morale@innovatechlt.com,+52 55 6107-8549,+52 55 7528-7055,"Paseo de la Constitución #66, Int. 10",León,21739,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
883,"Oportunidad - Alimentos del Valle / López, Eduardo",opportunity,t,76.00,488029.2,0.0,0,2026-05-20,2026-03-01 16:59:12.69351,,,2026-03-01 16:59:12.69351,2026-03-01 16:59:12.69351,"{""en_US"": ""Won""}",70,,,,,,,,,Alimentos del Valle,eduardo.lopez@alimentosdel.mx,+52 55 5449-8014,+57 1 2946-9143,"Av. Lázaro Cárdenas #763, Int. 14",Oaxaca,85603,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
884,"Oportunidad - Constructora del Pacífico / Romero, Carmen",opportunity,t,53.00,362761.24,0.0,1,2026-05-25,2026-03-01 16:59:12.69351,,,2026-03-01 16:59:12.69351,2026-03-01 16:59:12.69351,"{""en_US"": ""Won""}",70,,,,,,,,,Constructora del Pacífico,carmen.romero@constructora.mx,+52 55 3117-6285,+52 33 8798-7939,"Av. Lázaro Cárdenas #175, Int. 49",Lima,92645,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
885,"Oportunidad - Seguridad Integral / Morales, Laura",opportunity,t,87.00,134480.6,0.0,1,2026-05-08,2026-03-01 16:59:12.69351,,,2026-03-01 16:59:12.69351,2026-03-01 16:59:12.69351,"{""en_US"": ""Proposition""}",3,,,,,,,,,Seguridad Integral,laura.morale@seguridadint.net,+52 81 1323-9111,+1 305 1797-8883,"Blvd. del Valle #926, Int. 31",Mexicali,88109,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
886,"Oportunidad - Energía Renovable SA / Silva, Natalia",opportunity,t,59.00,133586.75,0.0,2,2026-06-04,2026-03-01 16:59:12.69351,,,2026-03-01 16:59:12.69351,2026-03-01 16:59:12.69351,"{""en_US"": ""Qualified""}",2,,,,,,,,,Energía Renovable SA,natalia.silva@energiarenov.org,+52 55 9817-3637,+34 91 2438-0321,"Callejón Ángel García #455, Int. 6",Querétaro,13011,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
887,"Oportunidad - Manufactura Avanzada / Morales, Ana",opportunity,t,38.00,55393.57,0.0,1,2026-08-13,2026-03-01 16:59:12.69351,,,2026-03-01 16:59:12.69351,2026-03-01 16:59:12.69351,"{""en_US"": ""Proposition""}",3,,,,,,,,,Manufactura Avanzada,ana.morale@manufacturaa.org,+34 91 7644-7272,+1 305 0985-3203,"Calle Principal #943, Int. 43",Aguascalientes,31779,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
888,"Oportunidad - Importadora del Sur / Cruz, Adriana",opportunity,t,40.00,318779.09,0.0,0,2026-03-25,2026-03-01 16:59:12.69351,,,2026-03-01 16:59:12.69351,2026-03-01 16:59:12.69351,"{""en_US"": ""Qualified""}",2,,,,,,,,,Importadora del Sur,adriana.cruz@importadorad.com.mx,+52 33 6536-3230,+1 305 6946-4431,"Calle Principal #159, Int. 27",Tijuana,58065,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
889,"Oportunidad - Manufactura Avanzada / Núñez, Fernando",opportunity,t,81.00,439236.07,0.0,0,2026-08-23,2026-03-01 16:59:12.69351,,,2026-03-01 16:59:12.69351,2026-03-01 16:59:12.69351,"{""en_US"": ""New""}",1,,,,,,,,,Manufactura Avanzada,fernando.nunez@manufacturaa.com.mx,+34 91 3005-2279,+57 1 3080-5444,"Calle Álvaro Obregón #718, Int. 46",Mexicali,56693,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
890,"Oportunidad - Marketing Digital Pro / Delgado, Héctor",opportunity,t,42.00,418930.97,0.0,0,2026-08-22,2026-03-01 16:59:12.69351,,,2026-03-01 16:59:12.69351,2026-03-01 16:59:12.69351,"{""en_US"": ""Proposition""}",3,,,,,,,,,Marketing Digital Pro,hector.delgad@marketingdig.net,+57 1 6779-7176,+34 91 8322-0107,"Paseo de la Constitución #525, Int. 2",Juárez,89689,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
891,"Oportunidad - Software Factory / Guerrero, Pablo",opportunity,t,89.00,355859.6,0.0,1,2026-04-06,2026-03-01 16:59:12.69351,,,2026-03-01 16:59:12.69351,2026-03-01 16:59:12.69351,"{""en_US"": ""Proposition""}",3,,,,,,,,,Software Factory,pablo.guerre@softwarefact.net,+52 55 3193-5002,+57 1 1499-1970,"Calle Principal #490, Int. 47",Santiago,34275,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
892,"Oportunidad - EduPlataforma / Blanco, Pablo",opportunity,t,21.00,142363.99,0.0,3,2026-06-05,2026-03-01 16:59:12.69351,,,2026-03-01 16:59:12.69351,2026-03-01 16:59:12.69351,"{""en_US"": ""Won""}",70,,,,,,,,,EduPlataforma,pablo.blanco@eduplataform.com.mx,+1 305 1632-4053,+1 305 6436-7124,"Av. Lázaro Cárdenas #357, Int. 6",San Luis Potosí,93322,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
893,"Oportunidad - Papelería y Suministros / Cruz, Diego",opportunity,t,59.00,488435.67,0.0,3,2026-05-11,2026-03-01 16:59:12.69351,,,2026-03-01 16:59:12.69351,2026-03-01 16:59:12.69351,"{""en_US"": ""Won""}",70,,,,,,,,,Papelería y Suministros,diego.cruz@papeleriaysu.net,+52 55 7015-4948,+52 55 5935-0397,"Av. Lázaro Cárdenas #444, Int. 43",Acapulco,77708,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
894,"Oportunidad - CloudBase Inc / Torres, Pablo",opportunity,t,75.00,197970.09,0.0,1,2026-03-22,2026-03-01 16:59:12.69351,,,2026-03-01 16:59:12.69351,2026-03-01 16:59:12.69351,"{""en_US"": ""Qualified""}",2,,,,,,,,,CloudBase Inc,pablo.torres@cloudbaseinc.com.mx,+52 55 5592-5981,+34 91 9877-6413,"Callejón Ángel García #925, Int. 42",Acapulco,49550,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
895,"Oportunidad - Limpieza Profesional / Aguilar, Lucía",opportunity,t,80.00,455743.02,0.0,2,2026-04-04,2026-03-01 16:59:12.69351,,,2026-03-01 16:59:12.69351,2026-03-01 16:59:12.69351,"{""en_US"": ""Qualified""}",2,,,,,,,,,Limpieza Profesional,lucia.aguila@limpiezaprof.com.mx,+52 81 1226-9034,+57 1 3995-9398,"Callejón Ángel García #762, Int. 13",Tampico,72853,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
